scraped_at,scrape_date,store_name,food_group,search_term,preferred_brand,product_name,brand,current_price_eur,previous_price_eur,currency,unit_price_value_eur,unit_price_text,package_text,quantity_value,quantity_unit,has_discount,discount_percent,discount_text,promotion_type,promotion_condition,parser,search_url,source_product_url,notes,category_name
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Tony´s Vollmilch Schokolade,,2.49,,EUR,27.67,"27,67€ /kg",90g,90,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Tony´s Vollmilch Greatest Bits,,2.49,,EUR,27.67,"27,67€ /kg",90g,90,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Tony´s Vollmilch Karamell Meersalz,,2.49,,EUR,27.67,"27,67€ /kg",90g,90,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Tony´s Vollmilch Pekan Karamell Crunch,,2.49,,EUR,27.67,"27,67€ /kg",90g,90,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Alpenkugel-Beutel Vollmilch,,5.99,,EUR,66.56,"66,56€ /kg",90g,90,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Bio Cocos Riegel Vollmilch,,1,,EUR,25,"25,00€ /kg",40g,40,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Vollmilchschokolade Nougat,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,"Vollmilch 3,6% (Einweg)",,1.29,,EUR,1.29,"1,29€ /l",1l,1,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Bio Dinkel Knusper Taler Vollmilch,,3.99,,EUR,39.9,"39,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Bio Vollmilch Schokolade Ganze Nuss,,2.59,,EUR,25.9,"25,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:41,2026-05-06,MPreis,Milch,Vollmilch,Eigenmarke,Bio Schokolade Vollmilch,,2.35,,EUR,23.5,"23,50€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Fusilli al Bronzo,,1.59,,EUR,3.18,"3,18€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti al Bronzo,,1.59,,EUR,3.18,"3,18€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Penne Rigate al Bronzo,,1.59,,EUR,3.18,"3,18€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti Bolognese XXL,,3.29,,EUR,7.15,"7,15€ /kg",460g,460,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti Carbonara XXL,,3.69,,EUR,8.02,"8,02€ /kg",460g,460,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghettini Nr. 3,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti Nr. 5,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Familie Spaghetti,,3.99,,EUR,3.99,"3,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Hörnchen Glatt,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Collezione Lasagne-Blätter,,1.79,,EUR,7.16,"7,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Premium Lasagne gelb,,1.59,,EUR,6.36,"6,36€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Familie Hörnchen,,3.99,,EUR,3.99,"3,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Collezione Tagliatelle,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Spaghetti,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Bavette Nr. 13,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Hohlnudeln,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Dralli,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Penne Rigate Nr. 73,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Bandnudeln,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Mie Eiernudeln,,2.39,,EUR,9.56,"9,56€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Fleckerl,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Girandole Nr. 34,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Piccolini Farfalle,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti Nr. 5 Großpackung,,3.19,,EUR,3.19,"3,19€ /kg",1000g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti Nr. 12,,1.79,,EUR,3.58,"3,58€ /kg",500g,500,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Piccolini Penne Rigate,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Familie Dralli,,3.99,,EUR,3.99,"3,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Piccolini Mini Pipe Rigate,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti,,1.35,,EUR,1.35,"1,35€ /kg",1000g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Mezzi Rigatoni #51,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Rigatoni #89,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Hörnchen gedreht,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Linguine,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Fusilli Nr. 98,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Spaghettini,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Capellini Nr.1,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Suppennudeln,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Vollkorn Dralli,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Mini-Hörnchen,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Fusilli,,1.35,,EUR,1.35,"1,35€ /kg",1000g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Penne,,1.35,,EUR,1.35,"1,35€ /kg",1000g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Lasagne,,1.69,,EUR,3.38,"3,38€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Spaghetti,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Gnocchi Nr. 85,,1.99,,EUR,3.98,"3,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Dinkel Spaghetti Nr. 5,,2.49,,EUR,6.23,"6,23€ /kg",400g,400,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,fresh Udon Nudeln,,1.29,,EUR,6.45,"6,45€ /kg",200g,200,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Vollkorn Hörnchen,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:43,2026-05-06,MPreis,Nudeln,Spaghetti,Eigenmarke,Goldmarke Goldlöckchen,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Spitzen-Langkorn-Reis 10 Minuten,,4.99,,EUR,4.99,"4,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Spitzen-Langkorn-Reis 20 Minuten,,4.99,,EUR,4.99,"4,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Langkornreis Parboiled,,1.69,,EUR,1.69,"1,69€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Langkornreis,,1.29,,EUR,1.29,"1,29€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Express Spitzen-Langkorn-Reis 2 Minuten,,2.69,,EUR,12.23,"12,23€ /kg",220g,220,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,10 Minuten Spitzen Langkorn Reis,,4.99,,EUR,4.99,"4,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Bio Langkornreis parboiled,,3.99,,EUR,3.99,"3,99€ /kg",1000g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,"ALN Roter Quinoa, Bulgur, Langkornreis",,1.99,,EUR,7.96,"7,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,Bio Naturreis Langkorn,,3.49,,EUR,3.49,"3,49€ /kg",1000g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:46,2026-05-06,MPreis,Reis,Langkornreis,Eigenmarke,2-Minuten Naturreis Langkorn,,1.99,,EUR,7.96,"7,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilchschokolade 32%,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Tony´s Vollmilch Schokolade,,2.49,,EUR,27.67,"27,67€ /kg",90g,90,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilchschokolade Nougat,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Bio Vollmilch Schokolade Ganze Nuss,,2.59,,EUR,25.9,"25,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilchschokolade Haselnüsse,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Choco Vollmilch,,3.79,,EUR,30.32,"30,32€ /kg",125g,125,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Confiserie-Tafelschokolade Vollmilch,,2.99,,EUR,37.38,"37,38€ /kg",80g,80,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Bio Schokolade Vollmilch,,2.35,,EUR,23.5,"23,50€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokolade Vollmilch-Nuss,,9.99,,EUR,33.3,"33,30€ /kg",300g,300,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Hafercookies Schoko Vollmilch,,2.39,,EUR,11.95,"11,95€ /kg",200g,200,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokolade Vollmilch ohne Zuckerzusatz,,4.99,,EUR,49.9,"49,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokokekse Vollmilch,,1.99,,EUR,15.92,"15,92€ /kg",125g,125,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schoko-Röllchen Vollmilch,,1.99,,EUR,15.92,"15,92€ /kg",125g,125,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokowaffeln Vollmilch,,2.49,,EUR,14.23,"14,23€ /kg",175g,175,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Choco Caramel Vollmilch Gebäck,,2.99,,EUR,11.96,"11,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokolade Alpenvollmilch,,0.89,,EUR,8.9,"8,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokolade Alpenvollmilch-Haselnuss,,0.89,,EUR,8.9,"8,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokopopcorn Vollmilch,,2.99,,EUR,29.9,"29,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Bio Schoko Reiswaffeln Vollmilch,,2.49,,EUR,24.9,"24,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schoko Dinkel Kugeln Vollmilch,,2.79,,EUR,27.9,"27,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Bio Schokolade Ganze Mandel Vollmilch,,2.59,,EUR,25.9,"25,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Bio Schoko Reiswaffeln Cocos-Vollmilch,,2.39,,EUR,23.9,"23,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilch Karamell Meersalz,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Alpenvollmilch,,1.99,,EUR,19.9,"19,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilch Brezel Toffee,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Alpenvollmilch,,1.99,,EUR,17.01,"17,01€ /kg",117g,117,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilch-Nuss,,1.99,,EUR,19.9,"19,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
2026-05-06 07:02:49,2026-05-06,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Vollmilch Reis Crisp Karamell,,3.49,,EUR,19.39,"19,39€ /kg",180g,180,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,
